Start Time,End Time,Book,Page #,Song / Activity,BPM,Notes,Duration in Minutes,Day Grouper,Week Grouper
10/27/2024 18:38:06,10/27/2024 18:38:48,A Dozen a Day - Book 2,,Group 1 - 8,70,,0.7,10/27/2024,10/21/2024
10/27/2024 18:38:48,10/27/2024 18:41:00,A Dozen a Day - Book 2,,Group 1 - 9,70,,2.2,10/27/2024,10/21/2024
10/27/2024 18:41:00,10/27/2024 18:41:56,A Dozen a Day - Book 2,,Group 1 - 10,70,,0.9,10/27/2024,10/21/2024
10/27/2024 22:33:36,10/27/2024 22:58:06,Jazzin America,,Super Stomp Rag,120 @ 85,,24.5,10/27/2024,10/21/2024
10/27/2024 22:58:06,10/27/2024 23:17:59,Easy Piano Classics,,Nocturne,nm,,19.9,10/27/2024,10/21/2024
10/29/2024 10:52:24,10/29/2024 10:56:23,Exercises,,Warmup + Scales,110,,4.0,10/29/2024,10/28/2024
10/29/2024 10:56:23,10/29/2024 10:58:37,Exercises,,Chromatic Scale,70,,2.2,10/29/2024,10/28/2024
10/29/2024 10:58:37,10/29/2024 11:04:15,Exercises,,Broken Chords,70,,5.6,10/29/2024,10/28/2024
10/29/2024 11:04:15,10/29/2024 11:06:43,Exercises,,Arpeggio,70,,2.5,10/29/2024,10/28/2024
10/29/2024 11:06:43,10/29/2024 11:08:39,Exercises,,triads,70,,1.9,10/29/2024,10/28/2024
10/29/2024 11:08:39,10/29/2024 11:09:33,A Dozen a Day - Book 2,,Group 1 - 1,70,,0.9,10/29/2024,10/28/2024
10/29/2024 11:09:33,10/29/2024 11:10:40,A Dozen a Day - Book 2,,Group 1 - 2,70,,1.1,10/29/2024,10/28/2024
10/29/2024 11:10:40,10/29/2024 11:11:31,A Dozen a Day - Book 2,,Group 1 - 3,70,,0.9,10/29/2024,10/28/2024
10/29/2024 11:11:31,10/29/2024 11:12:05,A Dozen a Day - Book 2,,Group 1 - 4,70,,0.6,10/29/2024,10/28/2024
10/29/2024 11:12:05,10/29/2024 11:12:47,A Dozen a Day - Book 2,,Group 1 - 5,70,,0.7,10/29/2024,10/28/2024
10/29/2024 11:12:47,10/29/2024 11:13:37,A Dozen a Day - Book 2,,Group 1 - 6,70,,0.8,10/29/2024,10/28/2024
10/29/2024 11:13:37,10/29/2024 11:14:10,A Dozen a Day - Book 2,,Group 1 - 7,70,,0.5,10/29/2024,10/28/2024
10/29/2024 11:14:10,10/29/2024 11:14:43,A Dozen a Day - Book 2,,Group 1 - 8,70,,0.6,10/29/2024,10/28/2024
10/29/2024 11:14:43,10/29/2024 11:15:30,A Dozen a Day - Book 2,,Group 1 - 9,70,,0.8,10/29/2024,10/28/2024
10/29/2024 11:15:30,10/29/2024 11:16:06,A Dozen a Day - Book 2,,Group 1 - 10,70,,0.6,10/29/2024,10/28/2024
10/29/2024 11:16:06,10/29/2024 11:20:21,A Dozen a Day - Book 2,,Group 1 - 11,70,,4.3,10/29/2024,10/28/2024
10/29/2024 11:20:21,10/29/2024 11:27:09,A Dozen a Day - Book 2,,Group 1 - 12,70,,6.8,10/29/2024,10/28/2024
10/29/2024 22:59:47,10/29/2024 23:29:31,Jazzin America,,Battle In Carnegie Hall,132 @ 75%,LH timing on 15 and 28,29.7,10/29/2024,10/28/2024
10/29/2024 23:31:23,10/29/2024 23:42:38,Easy Piano Classics,,Nocturne,nm,same hot spots,11.2,10/29/2024,10/28/2024
10/31/2024 22:11:24,10/31/2024 22:16:52,Exercises,,Warmup + Scales,110,,5.5,10/31/2024,10/28/2024
10/31/2024 22:16:52,10/31/2024 22:17:31,Exercises,,Chromatic Scale,70,,0.6,10/31/2024,10/28/2024
10/31/2024 22:17:31,10/31/2024 22:25:27,Exercises,,Broken Chords,70,,7.9,10/31/2024,10/28/2024
10/31/2024 22:25:27,10/31/2024 22:26:58,Exercises,,Arpeggio,70,,1.5,10/31/2024,10/28/2024
10/31/2024 22:26:58,10/31/2024 22:29:33,Exercises,,triads,70,,2.6,10/31/2024,10/28/2024
10/31/2024 22:29:33,10/31/2024 22:30:31,A Dozen a Day - Book 2,,Group 1 - 1,70,,1.0,10/31/2024,10/28/2024
10/31/2024 22:30:31,10/31/2024 22:31:34,A Dozen a Day - Book 2,,Group 1 - 2,70,,1.0,10/31/2024,10/28/2024
10/31/2024 22:31:34,10/31/2024 22:31:57,A Dozen a Day - Book 2,,Group 1 - 3,70,,0.4,10/31/2024,10/28/2024
10/31/2024 22:31:57,10/31/2024 22:32:33,A Dozen a Day - Book 2,,Group 1 - 4,70,,0.6,10/31/2024,10/28/2024
10/31/2024 22:32:33,10/31/2024 22:33:17,A Dozen a Day - Book 2,,Group 1 - 5,70,,0.7,10/31/2024,10/28/2024
10/31/2024 22:33:17,10/31/2024 22:34:19,A Dozen a Day - Book 2,,Group 1 - 6,70,,1.0,10/31/2024,10/28/2024
10/31/2024 22:34:19,10/31/2024 22:35:06,A Dozen a Day - Book 2,,Group 1 - 7,70,,0.8,10/31/2024,10/28/2024
10/31/2024 22:35:06,10/31/2024 22:35:45,A Dozen a Day - Book 2,,Group 1 - 8,70,,0.7,10/31/2024,10/28/2024
10/31/2024 22:35:45,10/31/2024 22:37:08,A Dozen a Day - Book 2,,Group 1 - 9,70,,1.4,10/31/2024,10/28/2024
10/31/2024 22:37:08,10/31/2024 22:38:49,A Dozen a Day - Book 2,,Group 1 - 10,70,,1.7,10/31/2024,10/28/2024
10/31/2024 22:38:49,10/31/2024 22:42:01,A Dozen a Day - Book 2,,Group 1 - 11,70,,3.2,10/31/2024,10/28/2024
10/31/2024 22:42:01,10/31/2024 22:47:06,A Dozen a Day - Book 2,,Group 1 - 12,70,,5.1,10/31/2024,10/28/2024
10/31/2024 22:49:03,10/31/2024 23:24:44,Jazzin America,,Battle In Carnegie Hall,132 @ 75%,LH timing on 15 and 28,35.7,10/31/2024,10/28/2024
10/31/2024 23:24:48,10/31/2024 23:40:00,Easy Piano Classics,,Nocturne,nm,same hot spots,15.2,10/31/2024,10/28/2024
11/1/2024 8:14:38,11/1/2024 8:19:54,Exercises,,Warmup + Scales,115,,5.3,11/1/2024,10/28/2024
11/1/2024 8:19:54,11/1/2024 8:20:52,Exercises,,Chromatic Scale,70,,1.0,11/1/2024,10/28/2024
11/1/2024 8:20:52,11/1/2024 8:28:17,Exercises,,Broken Chords,70,,7.4,11/1/2024,10/28/2024
11/1/2024 8:28:17,11/1/2024 8:31:43,Exercises,,Arpeggio,70,,3.4,11/1/2024,10/28/2024
11/1/2024 8:31:43,11/1/2024 8:33:32,Exercises,,triads,70,,1.8,11/1/2024,10/28/2024
11/1/2024 8:33:32,11/1/2024 8:34:30,A Dozen a Day - Book 2,,Group 1 - 1,70,,1.0,11/1/2024,10/28/2024
11/1/2024 8:34:30,11/1/2024 8:35:34,A Dozen a Day - Book 2,,Group 1 - 2,70,,1.1,11/1/2024,10/28/2024
11/1/2024 8:35:34,11/1/2024 8:36:19,A Dozen a Day - Book 2,,Group 1 - 3,70,,0.8,11/1/2024,10/28/2024
11/1/2024 20:14:01,11/1/2024 20:18:54,Exercises,,Warmup + Scales,115,,4.9,11/1/2024,10/28/2024
11/1/2024 20:18:54,11/1/2024 20:20:08,Exercises,,Chromatic Scale,70,,1.2,11/1/2024,10/28/2024
11/1/2024 20:20:08,11/1/2024 20:26:02,Exercises,,Broken Chords,70,,5.9,11/1/2024,10/28/2024
11/1/2024 20:26:02,11/1/2024 20:27:20,Exercises,,Arpeggio,70,,1.3,11/1/2024,10/28/2024
11/1/2024 20:27:20,11/1/2024 20:34:00,Exercises,,triads,70,,6.7,11/1/2024,10/28/2024
11/1/2024 20:34:00,11/1/2024 20:34:57,A Dozen a Day - Book 2,,Group 1 - 1,70,,1.0,11/1/2024,10/28/2024
11/1/2024 20:34:57,11/1/2024 20:36:11,A Dozen a Day - Book 2,,Group 1 - 2,70,,1.2,11/1/2024,10/28/2024
11/1/2024 20:36:11,11/1/2024 20:36:34,A Dozen a Day - Book 2,,Group 1 - 3,70,,0.4,11/1/2024,10/28/2024
11/1/2024 20:36:34,11/1/2024 20:37:08,A Dozen a Day - Book 2,,Group 1 - 4,70,,0.6,11/1/2024,10/28/2024
11/1/2024 20:37:08,11/1/2024 20:37:44,A Dozen a Day - Book 2,,Group 1 - 5,70,,0.6,11/1/2024,10/28/2024
11/1/2024 20:37:44,11/1/2024 20:39:50,A Dozen a Day - Book 2,,Group 1 - 6,70,,2.1,11/1/2024,10/28/2024
11/1/2024 20:39:50,11/1/2024 20:40:22,A Dozen a Day - Book 2,,Group 1 - 7,70,,0.5,11/1/2024,10/28/2024
11/1/2024 20:40:22,11/1/2024 20:40:55,A Dozen a Day - Book 2,,Group 1 - 8,70,,0.5,11/1/2024,10/28/2024
11/1/2024 20:40:55,11/1/2024 20:42:10,A Dozen a Day - Book 2,,Group 1 - 9,70,,1.3,11/1/2024,10/28/2024
11/1/2024 20:42:10,11/1/2024 20:45:09,A Dozen a Day - Book 2,,Group 1 - 10,70,,3.0,11/1/2024,10/28/2024
11/1/2024 20:45:09,11/1/2024 20:47:08,A Dozen a Day - Book 2,,Group 1 - 11,70,,2.0,11/1/2024,10/28/2024
11/1/2024 20:47:08,11/1/2024 20:53:52,A Dozen a Day - Book 2,,Group 1 - 12,70,,6.7,11/1/2024,10/28/2024
11/1/2024 20:53:52,11/1/2024 21:32:28,Jazzin America,,Battle In Carnegie Hall,132 @ 75%,"rh all good @ 75%
lh still needs timing work on 15-17 and 28",38.6,11/1/2024,10/28/2024
11/1/2024 21:32:28,11/1/2024 22:07:42,Easy Piano Classics,,Nocturne,nm,same hot spots,35.2,11/1/2024,10/28/2024
11/2/2024 15:51:04,11/2/2024 15:56:56,Exercises,,Warmup + Scales,117,,5.9,11/2/2024,10/28/2024
11/2/2024 15:56:56,11/2/2024 15:57:57,Exercises,,Chromatic Scale,72,,1.0,11/2/2024,10/28/2024
11/2/2024 15:57:57,11/2/2024 16:01:22,Exercises,,Broken Chords,72,,3.4,11/2/2024,10/28/2024
11/2/2024 16:01:22,11/2/2024 16:04:56,Exercises,,triads,72,,3.6,11/2/2024,10/28/2024
11/2/2024 16:04:56,11/2/2024 16:08:24,Exercises,,Arpeggio,72,,3.5,11/2/2024,10/28/2024
11/2/2024 16:08:24,11/2/2024 16:09:44,A Dozen a Day - Book 2,,Group 1 - 1,72,,1.3,11/2/2024,10/28/2024
11/2/2024 16:09:44,11/2/2024 16:12:34,A Dozen a Day - Book 2,,Group 1 - 2,72,,2.8,11/2/2024,10/28/2024
11/2/2024 16:12:34,11/2/2024 16:12:57,A Dozen a Day - Book 2,,Group 1 - 3,72,,0.4,11/2/2024,10/28/2024
11/2/2024 16:12:57,11/2/2024 16:13:28,A Dozen a Day - Book 2,,Group 1 - 4,72,,0.5,11/2/2024,10/28/2024
11/2/2024 16:13:28,11/2/2024 16:14:17,A Dozen a Day - Book 2,,Group 1 - 5,72,,0.8,11/2/2024,10/28/2024
11/2/2024 16:14:17,11/2/2024 16:16:01,A Dozen a Day - Book 2,,Group 1 - 6,72,,1.7,11/2/2024,10/28/2024
11/2/2024 16:16:01,11/2/2024 16:16:34,A Dozen a Day - Book 2,,Group 1 - 7,72,,0.6,11/2/2024,10/28/2024
11/2/2024 16:19:22,11/2/2024 16:20:02,A Dozen a Day - Book 2,,Group 1 - 8,72,,0.7,11/2/2024,10/28/2024
11/2/2024 16:20:02,11/2/2024 16:23:19,A Dozen a Day - Book 2,,Group 1 - 9,72,,3.3,11/2/2024,10/28/2024
11/2/2024 16:23:19,11/2/2024 16:25:24,A Dozen a Day - Book 2,,Group 1 - 10,72,,2.1,11/2/2024,10/28/2024
11/2/2024 16:25:24,11/2/2024 16:27:29,A Dozen a Day - Book 2,,Group 1 - 11,72,,2.1,11/2/2024,10/28/2024
11/2/2024 16:27:29,11/2/2024 16:29:45,A Dozen a Day - Book 2,,Group 1 - 12,72,,2.3,11/2/2024,10/28/2024
11/2/2024 16:29:45,11/2/2024 16:49:42,Jazzin America,,Battle In Carnegie Hall,132 @ 75%,"rh all good @ 75%
lh still needs timing work on 15-17 and 28",20.0,11/2/2024,10/28/2024
11/2/2024 16:49:42,11/2/2024 16:55:31,Easy Piano Classics,,Nocturne,nm,same hot spots,5.8,11/2/2024,10/28/2024
11/2/2024 22:07:27,11/2/2024 22:40:40,Youtube,,Cotton Bounces,nm,https://www.youtube.com/watch?v=CML0EgoqpxU&t=162s,33.2,11/2/2024,10/28/2024
11/3/2024 10:49:29,11/3/2024 10:55:15,Exercises,,Warmup + Scales,117,,5.8,11/3/2024,10/28/2024
11/3/2024 10:55:15,11/3/2024 10:56:10,Exercises,,Chromatic Scale,72,,0.9,11/3/2024,10/28/2024
11/3/2024 10:56:10,11/3/2024 11:01:23,Exercises,,Broken Chords,nm,,5.2,11/3/2024,10/28/2024
11/3/2024 11:01:23,11/3/2024 11:03:30,Exercises,,triads,nm,,2.1,11/3/2024,10/28/2024
11/3/2024 11:03:30,11/3/2024 11:08:13,Exercises,,Arpeggio,nm,,4.7,11/3/2024,10/28/2024
11/3/2024 11:08:13,11/3/2024 11:10:00,A Dozen a Day - Book 2,,Group 1 - 1,nm,,1.8,11/3/2024,10/28/2024
11/3/2024 11:10:00,11/3/2024 11:13:16,A Dozen a Day - Book 2,,Group 1 - 2,nm,,3.3,11/3/2024,10/28/2024
11/3/2024 11:13:16,11/3/2024 11:13:44,A Dozen a Day - Book 2,,Group 1 - 3,nm,,0.5,11/3/2024,10/28/2024
11/3/2024 11:13:44,11/3/2024 11:14:22,A Dozen a Day - Book 2,,Group 1 - 4,nm,,0.6,11/3/2024,10/28/2024
11/3/2024 11:14:22,11/3/2024 11:15:55,A Dozen a Day - Book 2,,Group 1 - 5,nm,,1.6,11/3/2024,10/28/2024
11/3/2024 11:15:55,11/3/2024 11:16:43,A Dozen a Day - Book 2,,Group 1 - 6,nm,,0.8,11/3/2024,10/28/2024
11/3/2024 11:16:43,11/3/2024 11:17:13,A Dozen a Day - Book 2,,Group 1 - 7,nm,,0.5,11/3/2024,10/28/2024
11/3/2024 11:17:13,11/3/2024 11:18:23,A Dozen a Day - Book 2,,Group 1 - 8,nm,,1.2,11/3/2024,10/28/2024
11/3/2024 11:18:23,11/3/2024 11:18:58,A Dozen a Day - Book 2,,Group 1 - 9,nm,,0.6,11/3/2024,10/28/2024
11/3/2024 11:18:58,11/3/2024 11:20:13,A Dozen a Day - Book 2,,Group 1 - 10,nm,,1.3,11/3/2024,10/28/2024
11/3/2024 11:20:13,11/3/2024 11:21:00,A Dozen a Day - Book 2,,Group 1 - 11,nm,,0.8,11/3/2024,10/28/2024
11/3/2024 11:21:00,11/3/2024 11:23:00,A Dozen a Day - Book 2,,Group 1 - 12,nm,,2.0,11/3/2024,10/28/2024
11/3/2024 21:40:18,11/3/2024 21:55:50,Jazzin America,,Battle In Carnegie Hall,nm,"rh all good @ 75%
lh still needs timing work on 15-17 and 28",15.5,11/3/2024,10/28/2024
11/3/2024 22:04:51,11/3/2024 22:35:13,Easy Piano Classics,,Nocturne,nm,same hot spots,30.4,11/3/2024,10/28/2024
11/3/2024 22:36:15,11/3/2024 22:51:25,Youtube,,Cotton Bounces,nm,https://www.youtube.com/watch?v=CML0EgoqpxU&t=162s,15.2,11/3/2024,10/28/2024
11/4/2024 21:44:53,11/4/2024 21:58:29,Exercises,,Warmup + Scales,120,,13.6,11/4/2024,11/4/2024
11/4/2024 21:58:29,11/4/2024 22:00:11,Exercises,,Chromatic Scale,88,,1.7,11/4/2024,11/4/2024
11/4/2024 22:00:11,11/4/2024 22:03:31,Exercises,,Broken Chords,88,,3.3,11/4/2024,11/4/2024
11/4/2024 22:03:31,11/4/2024 22:04:47,Exercises,,Arpeggio,88,,1.3,11/4/2024,11/4/2024
11/4/2024 22:04:47,11/4/2024 22:06:24,Exercises,,Triads,88,,1.6,11/4/2024,11/4/2024
11/4/2024 22:06:24,11/4/2024 22:06:55,A Dozen a Day - Book 2,,Group 1 - 1,88,,0.5,11/4/2024,11/4/2024
11/4/2024 22:06:55,11/4/2024 22:10:29,A Dozen a Day - Book 2,,Group 1 - 2,88,ok @ 75%,3.6,11/4/2024,11/4/2024
11/4/2024 22:10:29,11/4/2024 22:11:03,A Dozen a Day - Book 2,,Group 1 - 3,88,,0.6,11/4/2024,11/4/2024
11/4/2024 22:11:03,11/4/2024 22:11:29,A Dozen a Day - Book 2,,Group 1 - 4,88,,0.4,11/4/2024,11/4/2024
11/4/2024 22:11:29,11/4/2024 22:12:58,A Dozen a Day - Book 2,,Group 1 - 5,88,,1.5,11/4/2024,11/4/2024
11/4/2024 22:12:58,11/4/2024 22:20:38,A Dozen a Day - Book 2,,Group 1 - 6,88,ok @ 85%,7.7,11/4/2024,11/4/2024
11/4/2024 22:20:38,11/4/2024 22:23:42,A Dozen a Day - Book 2,,Group 1 - 7,88,,3.1,11/4/2024,11/4/2024
11/4/2024 22:23:42,11/4/2024 22:24:13,A Dozen a Day - Book 2,,Group 1 - 8,88,,0.5,11/4/2024,11/4/2024
11/4/2024 22:24:13,11/4/2024 22:25:41,A Dozen a Day - Book 2,,Group 1 - 9,88,,1.5,11/4/2024,11/4/2024
11/4/2024 22:25:41,11/4/2024 22:27:14,A Dozen a Day - Book 2,,Group 1 - 10,88,,1.6,11/4/2024,11/4/2024
11/4/2024 22:27:14,11/4/2024 22:29:14,A Dozen a Day - Book 2,,Group 1 - 11,88,,2.0,11/4/2024,11/4/2024
11/4/2024 22:29:14,11/4/2024 22:33:44,A Dozen a Day - Book 2,,Group 1 - 12,88,,4.5,11/4/2024,11/4/2024
11/4/2024 22:33:44,11/4/2024 22:49:44,Jazzin America,,Battle In Carnegie Hall,132@50,hands together,16.0,11/4/2024,11/4/2024
11/4/2024 22:49:44,11/4/2024 23:00:55,Easy Piano Classics,,Nocturne,nm,focus on pedalling,11.2,11/4/2024,11/4/2024
11/4/2024 23:00:55,11/4/2024 23:05:55,Youtube,,Cotton Bounces,nm, ,5.0,11/4/2024,11/4/2024
11/6/2024 21:46:32,11/6/2024 21:56:34,Exercises,,Warmup + Scales,120,,10.0,11/6/2024,11/4/2024
11/6/2024 21:56:34,11/6/2024 21:58:53,Exercises,,Chromatic Scale,88,,2.3,11/6/2024,11/4/2024
11/6/2024 21:58:53,11/6/2024 22:03:35,Exercises,,Broken Chords,88,,4.7,11/6/2024,11/4/2024
11/6/2024 22:03:35,11/6/2024 22:09:34,Exercises,,Arpeggio,88,,6.0,11/6/2024,11/4/2024
11/6/2024 22:09:34,11/6/2024 22:10:39,Exercises,,Triads,88,,1.1,11/6/2024,11/4/2024
11/6/2024 22:10:39,11/6/2024 22:11:30,A Dozen a Day - Book 2,,Group 1 - 1,88,,0.9,11/6/2024,11/4/2024
11/6/2024 22:11:30,11/6/2024 22:16:09,A Dozen a Day - Book 2,,Group 1 - 2,88,mediocre @ 85%,4.7,11/6/2024,11/4/2024
11/6/2024 22:16:09,11/6/2024 22:17:22,A Dozen a Day - Book 2,,Group 1 - 3,88,,1.2,11/6/2024,11/4/2024
11/6/2024 22:17:22,11/6/2024 22:17:56,A Dozen a Day - Book 2,,Group 1 - 4,88,,0.6,11/6/2024,11/4/2024
11/6/2024 22:17:56,11/6/2024 22:18:28,A Dozen a Day - Book 2,,Group 1 - 5,88,,0.5,11/6/2024,11/4/2024
11/6/2024 22:18:28,11/6/2024 22:21:51,A Dozen a Day - Book 2,,Group 1 - 6,88,pretty good @ 85%,3.4,11/6/2024,11/4/2024
11/6/2024 22:21:51,11/6/2024 22:22:40,A Dozen a Day - Book 2,,Group 1 - 7,88,,0.8,11/6/2024,11/4/2024
11/6/2024 22:22:40,11/6/2024 22:23:59,A Dozen a Day - Book 2,,Group 1 - 8,88,,1.3,11/6/2024,11/4/2024
11/6/2024 22:23:59,11/6/2024 22:25:06,A Dozen a Day - Book 2,,Group 1 - 9,88,,1.1,11/6/2024,11/4/2024
11/6/2024 22:25:06,11/6/2024 22:26:13,A Dozen a Day - Book 2,,Group 1 - 10,88,,1.1,11/6/2024,11/4/2024
11/6/2024 22:26:13,11/6/2024 22:28:36,A Dozen a Day - Book 2,,Group 1 - 11,88,,2.4,11/6/2024,11/4/2024
11/6/2024 22:28:36,11/6/2024 22:31:11,A Dozen a Day - Book 2,,Group 1 - 12,88,,2.6,11/6/2024,11/4/2024
11/6/2024 22:31:11,11/6/2024 22:55:21,Jazzin America,,Battle In Carnegie Hall,132@75,practice increasing tempo,24.2,11/6/2024,11/4/2024
11/6/2024 22:55:21,11/6/2024 23:07:28,Easy Piano Classics,,Nocturne,nm,focused on first a section,12.1,11/6/2024,11/4/2024
11/6/2024 23:07:28,11/6/2024 23:15:43,Youtube,,Cotton Bounces,88, ,8.2,11/6/2024,11/4/2024
11/7/2024 19:09:05,11/7/2024 19:17:20,Exercises,,Warmup + Scales,120,,8.3,11/7/2024,11/4/2024
11/7/2024 19:17:20,11/7/2024 19:17:55,Exercises,,Chromatic Scale,88,,0.6,11/7/2024,11/4/2024
11/7/2024 19:17:55,11/7/2024 19:20:41,Exercises,,Broken Chords,88,,2.8,11/7/2024,11/4/2024
11/7/2024 19:20:41,11/7/2024 19:24:13,Exercises,,Arpeggio,88,,3.5,11/7/2024,11/4/2024
11/7/2024 19:24:13,11/7/2024 19:25:48,Exercises,,Triads,88,,1.6,11/7/2024,11/4/2024
11/7/2024 19:51:04,11/7/2024 19:52:21,A Dozen a Day - Book 2,,Group 1 - 1,88,,1.3,11/7/2024,11/4/2024
11/7/2024 19:52:21,11/7/2024 19:54:07,A Dozen a Day - Book 2,,Group 1 - 2,88,mediocre @ 85%,1.8,11/7/2024,11/4/2024
11/7/2024 19:54:07,11/7/2024 19:54:32,A Dozen a Day - Book 2,,Group 1 - 3,88,,0.4,11/7/2024,11/4/2024
11/7/2024 19:54:32,11/7/2024 19:54:57,A Dozen a Day - Book 2,,Group 1 - 4,88,,0.4,11/7/2024,11/4/2024
11/7/2024 19:54:57,11/7/2024 19:55:35,A Dozen a Day - Book 2,,Group 1 - 5,88,,0.6,11/7/2024,11/4/2024
11/7/2024 19:55:35,11/7/2024 19:57:10,A Dozen a Day - Book 2,,Group 1 - 6,88,okish at 100%,1.6,11/7/2024,11/4/2024
11/7/2024 19:57:10,11/7/2024 19:57:54,A Dozen a Day - Book 2,,Group 1 - 7,88,,0.7,11/7/2024,11/4/2024
11/7/2024 19:57:54,11/7/2024 19:58:21,A Dozen a Day - Book 2,,Group 1 - 8,88,,0.5,11/7/2024,11/4/2024
11/7/2024 19:58:21,11/7/2024 19:59:50,A Dozen a Day - Book 2,,Group 1 - 9,88,,1.5,11/7/2024,11/4/2024
11/7/2024 19:59:50,11/7/2024 20:01:44,A Dozen a Day - Book 2,,Group 1 - 10,88,,1.9,11/7/2024,11/4/2024
11/7/2024 20:01:44,11/7/2024 20:04:09,A Dozen a Day - Book 2,,Group 1 - 11,88,,2.4,11/7/2024,11/4/2024
11/7/2024 20:04:09,11/7/2024 20:09:08,A Dozen a Day - Book 2,,Group 1 - 12,88,,5.0,11/7/2024,11/4/2024
11/7/2024 20:09:08,11/7/2024 20:27:45,Jazzin America,,Battle In Carnegie Hall,132@75,practice increasing tempo,18.6,11/7/2024,11/4/2024
11/7/2024 20:27:45,11/7/2024 20:31:11,Easy Piano Classics,,Nocturne,nm,focused on first a section,3.4,11/7/2024,11/4/2024
11/7/2024 20:31:11,11/7/2024 20:32:39,Youtube,,Cotton Bounces,88, ,1.5,11/7/2024,11/4/2024
11/8/2024 17:29:37,11/8/2024 17:36:18,Exercises,,Warmup + Scales,120,,6.7,11/8/2024,11/4/2024
11/8/2024 17:36:18,11/8/2024 17:38:41,Exercises,,Chromatic Scale,88,,2.4,11/8/2024,11/4/2024
11/8/2024 17:38:41,11/8/2024 17:41:10,Exercises,,Broken Chords,88,,2.5,11/8/2024,11/4/2024
11/8/2024 17:41:10,11/8/2024 17:43:21,Exercises,,Arpeggio,88,,2.2,11/8/2024,11/4/2024
11/8/2024 17:43:21,11/8/2024 17:44:27,Exercises,,Triads,88,,1.1,11/8/2024,11/4/2024
11/8/2024 17:44:27,11/8/2024 17:45:36,A Dozen a Day - Book 2,,Group 1 - 1,88,,1.2,11/8/2024,11/4/2024
11/8/2024 17:45:36,11/8/2024 17:49:00,A Dozen a Day - Book 2,,Group 1 - 2,88,go 75% -> 85%,3.4,11/8/2024,11/4/2024
11/8/2024 17:49:00,11/8/2024 17:49:25,A Dozen a Day - Book 2,,Group 1 - 3,88,,0.4,11/8/2024,11/4/2024
11/8/2024 18:06:22,11/8/2024 18:06:56,A Dozen a Day - Book 2,,Group 1 - 4,88,,0.6,11/8/2024,11/4/2024
11/8/2024 18:06:56,11/8/2024 18:07:29,A Dozen a Day - Book 2,,Group 1 - 5,88,,0.6,11/8/2024,11/4/2024
11/8/2024 18:07:29,11/8/2024 18:09:19,A Dozen a Day - Book 2,,Group 1 - 6,88,okish at 100%,1.8,11/8/2024,11/4/2024
11/8/2024 18:09:19,11/8/2024 18:09:49,A Dozen a Day - Book 2,,Group 1 - 7,88,,0.5,11/8/2024,11/4/2024
11/8/2024 18:09:49,11/8/2024 18:10:17,A Dozen a Day - Book 2,,Group 1 - 8,88,,0.5,11/8/2024,11/4/2024
11/8/2024 18:10:17,11/8/2024 18:12:03,A Dozen a Day - Book 2,,Group 1 - 9,88,,1.8,11/8/2024,11/4/2024
11/8/2024 18:12:03,11/8/2024 18:13:06,A Dozen a Day - Book 2,,Group 1 - 10,88,,1.1,11/8/2024,11/4/2024
11/8/2024 18:13:06,11/8/2024 18:14:51,A Dozen a Day - Book 2,,Group 1 - 11,88,,1.7,11/8/2024,11/4/2024
11/8/2024 18:14:51,11/8/2024 18:17:14,A Dozen a Day - Book 2,,Group 1 - 12,88,,2.4,11/8/2024,11/4/2024
11/8/2024 18:17:14,11/8/2024 18:33:12,Jazzin America,,Battle In Carnegie Hall,132@75,practice increasing tempo,16.0,11/8/2024,11/4/2024
11/8/2024 18:33:12,11/8/2024 18:51:11,Easy Piano Classics,,Nocturne,nm,focused on first a section,18.0,11/8/2024,11/4/2024
11/8/2024 18:51:11,11/8/2024 19:10:52,Youtube,,Cotton Bounces,88,start adding keys,19.7,11/8/2024,11/4/2024
11/9/2024 16:21:11,11/9/2024 16:27:15,Exercises,,Warmup + Scales,120,,6.1,11/9/2024,11/4/2024
11/9/2024 16:27:15,11/9/2024 16:28:18,Exercises,,Chromatic Scale,88,,1.0,11/9/2024,11/4/2024
11/9/2024 16:28:18,11/9/2024 16:31:37,Exercises,,Broken Chords,88,,3.3,11/9/2024,11/4/2024
11/9/2024 16:31:37,11/9/2024 16:33:44,Exercises,,Arpeggio,88,,2.1,11/9/2024,11/4/2024
11/9/2024 16:33:44,11/9/2024 16:35:03,Exercises,,Triads,88,,1.3,11/9/2024,11/4/2024
11/9/2024 16:35:03,11/9/2024 16:35:45,A Dozen a Day - Book 2,,Group 1 - 1,88,,0.7,11/9/2024,11/4/2024
11/9/2024 16:35:45,11/9/2024 16:38:54,A Dozen a Day - Book 2,,Group 1 - 2,88,go 75% -> 85% -> 95%,3.1,11/9/2024,11/4/2024
11/9/2024 16:38:54,11/9/2024 16:39:17,A Dozen a Day - Book 2,,Group 1 - 3,88,,0.4,11/9/2024,11/4/2024
11/9/2024 16:39:17,11/9/2024 16:39:48,A Dozen a Day - Book 2,,Group 1 - 4,88,,0.5,11/9/2024,11/4/2024
11/9/2024 16:39:48,11/9/2024 16:40:15,A Dozen a Day - Book 2,,Group 1 - 5,88,,0.5,11/9/2024,11/4/2024
11/9/2024 16:40:15,11/9/2024 16:41:46,A Dozen a Day - Book 2,,Group 1 - 6,88,okish at 100%,1.5,11/9/2024,11/4/2024
